mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
2.1519575913747153,0.3246212408448875,0.09155750274658203,0.00981817459266765,0.8,0.05,8,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'subsample': 0.8}",-38.02576791868906,-31.79213413764491,-34.671516601756295,-34.82980621936343,2.5473305283931205,49,-8.492355625833268,-13.099241018701575,-15.520150829178805,-12.370582491237883,2.9149824233061623
2.815515120824178,0.27277965001151616,0.11361098289489746,0.004069545018137106,0.7,0.05,8,300,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.8}",-38.05633466203523,-31.827830663767728,-34.647205770716944,-34.843790365506635,2.546572813448177,50,-6.250683833532913,-10.690222154407005,-13.192989053332715,-10.04463168042421,2.8707131211933956
1.773364543914795,0.23425881824827605,0.08198102315266927,0.01797068039544931,0.7,0.05,8,200,0.7,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'subsample': 0.7}",-38.507796562683055,-31.481682998752426,-34.59796727721406,-34.862482279549845,2.8744905743636284,51,-9.343197515561178,-13.83458540925116,-16.048102102282638,-13.075295009031658,2.7894238130432045
0.9182107448577881,0.17853064857568324,0.055201450983683266,0.001802182812821499,0.7,0.1,6,200,0.8,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8}",-38.886097114894135,-31.225274532664912,-34.50013438413147,-34.870502010563506,3.13846350869657,52,-10.11580746643855,-15.271660748540029,-17.751241424280305,-14.379569879752962,3.1803388205001784
0.9405117829640707,0.1810026484765814,0.05752833684285482,0.0022313903811051108,0.7,0.1,6,200,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.9}",-38.48870171606027,-31.613056407564674,-34.531753007145916,-34.87783704359029,2.8176178144277118,53,-10.009093258651017,-14.98472170418332,-17.63740206358968,-14.21040567547467,3.1620086221801618
1.4672853151957195,0.32713419110366954,0.07359019915262859,0.020068764110617206,0.9,0.05,8,100,0.8,"{'colsample_bytree': 0.9, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 100, 'subsample': 0.8}",-38.41348606996723,-31.528007747099355,-34.76067750651313,-34.900723774526575,2.812728527196704,54,-12.294402425897283,-16.39661102471901,-18.774450277600945,-15.821821242739082,2.6765079874335904
1.2561618487040203,0.23566248226293457,0.07205820083618164,0.005273936305859106,0.9,0.1,6,200,0.9,"{'colsample_bytree': 0.9, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.9}",-38.39795106430122,-31.579985509314856,-34.80759641691198,-34.92851099684268,2.784735634247889,55,-9.613858348560907,-14.89012252084894,-17.22219623083274,-13.908725700080863,3.1826672380843744
3.109903573989868,0.5389586895393674,0.1524683634440104,0.0396013530939017,0.8,0.05,8,300,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.7}",-38.56012540937958,-31.495573625297684,-34.74166042169785,-34.93245315212504,2.8872448663020798,56,-6.713917307384828,-11.311755823463216,-13.500064190874633,-10.508579107240893,2.8280460874587194
4.012538194656372,0.6598921377555219,0.12113078435262044,0.005104779123821227,0.8,0.05,10,200,0.7,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.7}",-38.32145424770417,-31.483072871345883,-34.99877024615894,-34.93443245506966,2.792128157953194,57,-5.206316809102936,-8.748151226541646,-10.926560323101715,-8.293676119582098,2.357287591278826
2.888798475265503,0.35889870913635774,0.11810564994812012,0.0060391282482907685,0.7,0.05,8,300,0.9,"{'colsample_bytree': 0.7, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 300, 'subsample': 0.9}",-38.609854637274516,-31.590772020564355,-34.626656297690516,-34.942427651843126,2.8742145426914143,58,-5.848533709778661,-10.444460870999078,-12.755652173998604,-9.682882251592114,2.870780714352268
