date,store_nbr,temperature_c,rainfall_mm,windspeed_kmh
2014-07-08,51,26.9,2.0,19.5
2014-07-09,51,26.5,6.0,18.2
2014-07-10,51,25.9,15.1,17.2
2014-07-11,51,26.7,1.9,21.0
2014-07-12,51,26.1,5.6,20.9
2014-07-13,51,26.7,2.1,20.9
2014-07-14,51,26.2,5.7,19.2
2014-07-15,51,26.5,2.1,16.6
2014-07-16,51,26.8,1.8,16.8
2014-07-17,51,27.0,1.3,17.3
2014-07-18,51,26.6,3.7,14.8
2014-07-19,51,26.5,3.4,15.6
2014-07-20,51,26.6,1.9,17.4
2014-07-21,51,26.8,1.7,21.0
2014-07-22,51,26.3,5.0,17.2
2014-07-23,51,26.5,5.6,13.7
2014-07-24,51,26.6,3.9,14.9
2014-07-25,51,27.1,2.2,15.5
2014-07-26,51,26.8,5.5,16.5
2014-07-27,51,25.8,19.0,19.5
2014-07-28,51,26.4,14.1,18.4
2014-07-29,51,26.7,6.5,18.1
2014-07-30,51,26.6,1.2,17.5
2014-07-31,51,26.0,2.7,16.3
2014-08-01,51,26.0,8.3,17.8
2014-08-02,51,25.8,12.3,16.4
2014-08-03,51,25.9,12.3,16.8
2014-08-04,51,26.1,11.5,16.3
2014-08-05,51,26.2,10.7,15.9
2014-08-06,51,26.5,4.1,13.7
2014-08-07,51,26.8,2.5,15.9
2014-08-08,51,25.9,14.2,16.9
2014-08-09,51,26.5,1.7,16.8
2014-08-10,51,26.1,5.7,16.6
2014-08-11,51,25.4,14.8,19.8
2014-08-12,51,25.7,7.9,15.6
2014-08-13,51,26.0,8.1,17.5
2014-08-14,51,26.0,9.0,20.0
2014-08-15,51,25.6,16.9,17.9
2014-08-16,51,25.9,12.6,17.2
2014-08-17,51,25.5,17.2,13.4
2014-08-18,51,25.4,9.8,14.3
2014-08-19,51,25.8,5.6,16.5
2014-08-20,51,26.1,2.0,14.8
2014-08-21,51,25.7,7.8,17.7
2014-08-22,51,24.9,27.6,25.0
2014-08-23,51,25.4,10.1,14.6
2014-08-24,51,26.3,1.9,13.4
2014-08-25,51,26.7,1.0,16.5
2014-08-26,51,26.8,0.1,14.7
2014-08-27,51,26.7,0.0,15.8
2014-08-28,51,26.6,1.2,19.9
2014-08-29,51,26.0,1.5,18.2
2014-08-30,51,26.1,5.3,20.5
2014-08-31,51,26.6,3.3,16.1
2014-09-01,51,26.0,8.3,17.7
2014-09-02,51,25.6,8.9,15.2
2014-09-03,51,25.3,10.0,17.0
2014-09-04,51,25.5,9.7,12.9
2014-09-05,51,25.4,10.8,18.8
2014-09-06,51,25.3,15.3,19.7
2014-09-07,51,25.6,17.0,16.1
2014-09-08,51,25.8,4.0,18.4
2014-09-09,51,26.1,6.4,17.2
2014-09-10,51,25.6,23.9,19.3
2014-09-11,51,26.2,5.1,15.1
2014-09-12,51,26.2,3.1,16.3
2014-09-13,51,25.8,4.0,16.4
2014-09-14,51,25.9,5.9,16.3
2014-09-15,51,25.7,15.9,17.3
2014-09-16,51,26.5,3.6,19.3
2014-09-17,51,26.1,4.9,19.9
2014-09-18,51,26.6,2.1,19.0
2014-09-19,51,26.7,2.7,18.2
2014-09-20,51,26.5,3.5,19.9
2014-09-21,51,26.7,1.5,17.9
2014-09-22,51,26.5,2.4,15.3
2014-09-23,51,26.2,8.3,14.9
2014-09-24,51,26.0,7.2,15.1
2014-09-25,51,25.6,10.1,17.4
2014-09-26,51,25.3,13.1,16.9
2014-09-27,51,26.5,1.9,10.0
2014-09-28,51,26.3,8.1,11.0
2014-09-29,51,26.1,12.0,9.1
2014-09-30,51,25.9,13.6,10.0
2014-10-01,51,25.9,10.9,10.6
2014-10-02,51,25.3,16.8,7.7
2014-10-03,51,25.5,19.5,10.9
2014-10-04,51,25.7,13.3,10.7
2014-10-05,51,26.1,5.6,13.7
2014-10-06,51,26.0,6.6,14.0
2014-10-07,51,25.2,20.7,15.1
2014-10-08,51,25.6,20.2,13.4
2014-10-09,51,25.8,9.1,14.2
2014-10-10,51,25.9,12.0,16.0
2014-10-11,51,27.1,2.6,19.7
2014-10-12,51,26.4,6.1,20.0
2014-10-13,51,26.5,3.7,18.9
2014-10-14,51,26.6,2.8,13.3
2014-10-15,51,26.6,10.5,11.6
2014-10-16,51,25.3,80.3,9.6
2014-10-17,51,25.2,26.1,12.4
2014-10-18,51,24.2,43.0,10.7
2014-10-19,51,25.3,14.2,11.4
2014-10-20,51,25.8,7.8,11.8
2014-10-21,51,25.7,17.2,9.9
2014-10-22,51,26.0,3.5,11.7
2014-10-23,51,25.2,34.8,10.2
2014-10-24,51,26.1,4.3,7.6
2014-10-25,51,26.0,23.0,8.7
2014-10-26,51,26.0,7.6,8.6
2014-10-27,51,25.8,5.6,12.6
2014-10-28,51,25.8,9.7,10.9
2014-10-29,51,25.9,6.0,11.0
2014-10-30,51,25.2,12.6,6.9
2014-10-31,51,25.1,24.8,13.0
2014-11-01,51,25.8,0.5,9.8
2014-11-02,51,25.1,14.7,10.2
2014-11-03,51,25.0,22.1,12.1
2014-11-04,51,24.9,20.1,10.8
2014-11-05,51,25.2,14.2,15.4
2014-11-06,51,26.0,5.1,11.2
2014-11-07,51,26.2,0.0,9.0
2014-11-08,51,26.3,0.0,8.1
2014-11-09,51,26.8,0.0,8.8
2014-11-10,51,25.9,1.3,9.9
2014-11-11,51,26.8,1.3,8.2
2014-11-12,51,25.9,5.8,6.8
2014-11-13,51,25.8,9.5,10.8
2014-11-14,51,25.7,10.5,11.6
2014-11-15,51,26.3,0.4,6.3
2014-11-16,51,25.9,23.3,5.4
2014-11-17,51,26.5,4.6,10.0
2014-11-18,51,26.0,13.8,9.7
2014-11-19,51,25.5,13.3,10.9
2014-11-20,51,25.5,24.4,8.6
2014-11-21,51,25.5,13.2,12.3
2014-11-22,51,25.2,21.6,10.7
2014-11-23,51,24.9,26.7,12.4
2014-11-24,51,25.2,7.4,12.6
2014-11-25,51,23.9,9.0,20.8
2014-11-26,51,24.8,9.5,21.1
2014-11-27,51,25.0,19.9,15.8
2014-11-28,51,25.1,12.2,8.4
2014-11-29,51,24.9,3.2,19.1
2014-11-30,51,24.4,0.7,18.5
2014-12-01,51,25.6,2.3,6.1
2014-12-02,51,25.2,11.0,11.0
2014-12-03,51,25.5,3.8,17.2
2014-12-04,51,25.4,0.0,20.0
2014-12-05,51,25.6,0.2,11.4
2014-12-06,51,25.7,1.9,11.7
2014-12-07,51,25.7,2.8,10.1
2014-12-08,51,25.6,16.0,7.6
2014-12-09,51,25.6,11.3,6.6
2014-12-10,51,25.6,19.1,9.2
2014-12-11,51,25.5,15.6,8.4
2014-12-12,51,25.7,10.9,6.1
2014-12-13,51,25.8,9.3,6.6
2014-12-14,51,26.7,0.3,5.3
2014-12-15,51,25.9,2.4,8.9
2014-12-16,51,26.1,3.6,7.3
2014-12-17,51,25.5,34.2,9.2
2014-12-18,51,25.4,38.0,9.7
2014-12-19,51,25.6,7.2,6.6
2014-12-20,51,23.5,61.3,20.1
2014-12-21,51,24.9,1.2,14.4
2014-12-22,51,23.9,40.1,18.0
2014-12-23,51,23.8,53.8,15.9
2014-12-24,51,24.4,23.4,14.9
2014-12-25,51,23.8,66.6,17.7
2014-12-26,51,23.4,21.2,20.8
2014-12-27,51,23.6,0.4,20.0
2014-12-28,51,23.8,8.4,21.2
2014-12-29,51,25.2,0.4,22.4
2014-12-30,51,25.6,2.0,9.6
2014-12-31,51,25.2,2.7,10.3
2015-01-01,51,25.5,1.4,11.4
2015-01-02,51,25.5,0.0,9.6
2015-01-03,51,25.6,0.0,9.9
2015-01-04,51,26.1,0.0,8.8
2015-01-05,51,26.5,0.4,7.9
2015-01-06,51,26.4,0.5,15.5
2015-01-07,51,25.9,0.0,14.5
2015-01-08,51,25.8,0.0,11.9
2015-01-09,51,25.8,0.0,10.9
2015-01-10,51,25.5,0.0,19.3
2015-01-11,51,25.1,0.0,20.3
2015-01-12,51,24.9,0.0,18.9
2015-01-13,51,25.3,0.0,17.5
2015-01-14,51,25.6,0.0,8.7
2015-01-15,51,26.2,2.8,11.0
2015-01-16,51,27.0,0.4,7.9
2015-01-17,51,27.1,0.0,7.4
2015-01-18,51,27.1,0.0,15.3
2015-01-19,51,27.3,0.0,13.8
2015-01-20,51,26.8,0.0,13.0
2015-01-21,51,27.2,0.0,16.7
2015-01-22,51,26.9,0.0,13.2
2015-01-23,51,27.4,0.0,8.1
2015-01-24,51,27.6,0.1,9.3
2015-01-25,51,27.7,0.0,11.5
2015-01-26,51,27.2,0.0,14.2
2015-01-27,51,28.1,0.0,12.9
2015-01-28,51,28.3,0.0,13.3
2015-01-29,51,26.6,12.8,12.8
2015-01-30,51,26.5,3.9,11.3
2015-01-31,51,27.2,0.0,14.6
2015-02-01,51,26.9,0.0,15.2
2015-02-02,51,27.2,0.0,19.4
2015-02-03,51,26.1,3.0,21.7
2015-02-04,51,26.9,0.4,17.9
2015-02-05,51,27.0,0.1,11.0
2015-02-06,51,27.4,5.8,11.0
2015-02-07,51,27.7,0.0,13.7
2015-02-08,51,27.7,0.0,14.5
2015-02-09,51,27.1,7.5,10.5
2015-02-10,51,26.7,10.4,8.6
2015-02-11,51,26.9,5.7,12.8
2015-02-12,51,27.1,2.4,10.2
2015-02-13,51,26.4,4.8,10.4
2015-02-14,51,27.2,0.0,10.9
2015-02-15,51,26.5,0.0,8.8
2015-02-16,51,26.3,0.0,11.2
2015-02-17,51,26.1,0.0,8.3
2015-02-18,51,26.0,0.0,10.6
2015-02-19,51,26.3,0.0,12.6
2015-02-20,51,27.4,0.0,8.6
2015-02-21,51,28.5,0.0,13.9
2015-02-22,51,28.2,0.0,11.8
2015-02-23,51,27.4,0.8,15.3
2015-02-24,51,26.7,13.3,7.2
2015-02-25,51,27.2,1.8,8.0
2015-02-26,51,26.6,6.3,10.2
2015-02-27,51,26.0,9.7,15.9
2015-02-28,51,27.0,0.2,9.4
2015-03-01,51,27.1,0.4,6.5
2015-03-02,51,27.1,3.7,11.6
2015-03-03,51,27.4,0.2,10.0
2015-03-04,51,26.4,4.6,13.8
2015-03-05,51,27.2,0.1,5.9
2015-03-06,51,28.3,0.0,8.3
2015-03-07,51,28.3,0.0,7.8
2015-03-08,51,28.0,1.0,8.4
2015-03-09,51,28.2,0.7,5.2
2015-03-10,51,27.9,0.3,10.2
2015-03-11,51,28.2,0.0,5.9
2015-03-12,51,27.9,2.4,8.4
2015-03-13,51,26.8,26.1,8.2
2015-03-14,51,25.5,20.5,8.7
2015-03-15,51,26.6,13.3,6.9
2015-03-16,51,27.3,0.1,8.1
2015-03-17,51,27.5,0.5,6.3
2015-03-18,51,27.2,1.7,10.0
2015-03-19,51,27.8,0.4,10.7
2015-03-20,51,27.3,0.4,8.2
2015-03-21,51,28.1,0.0,10.6
2015-03-22,51,27.9,0.0,11.3
2015-03-23,51,28.4,0.0,13.3
2015-03-24,51,28.5,0.0,12.2
2015-03-25,51,28.6,0.6,13.0
2015-03-26,51,29.2,0.2,10.4
2015-03-27,51,27.8,23.9,10.8
2015-03-28,51,27.0,24.3,9.8
2015-03-29,51,26.9,10.3,11.7
2015-03-30,51,27.1,3.7,10.1
2015-03-31,51,26.6,8.3,11.8
2015-04-01,51,26.6,41.9,10.0
2015-04-02,51,26.9,11.3,9.2
2015-04-03,51,26.9,9.0,11.0
2015-04-04,51,27.5,2.2,11.8
2015-04-05,51,28.4,0.6,9.8
2015-04-06,51,27.7,2.0,12.8
2015-04-07,51,26.8,26.7,12.7
2015-04-08,51,26.3,8.0,10.2
2015-04-09,51,27.5,4.2,6.2
2015-04-10,51,27.2,2.3,9.7
2015-04-11,51,27.3,2.5,9.4
2015-04-12,51,27.0,4.5,11.9
2015-04-13,51,26.6,5.7,9.4
2015-04-14,51,27.1,1.9,7.9
2015-04-15,51,26.7,7.6,11.2
2015-04-16,51,27.1,4.1,9.7
2015-04-17,51,26.9,5.5,11.1
2015-04-18,51,27.4,2.9,9.4
2015-04-19,51,27.1,4.8,9.3
2015-04-20,51,26.2,30.5,8.4
2015-04-21,51,25.5,44.7,13.0
2015-04-22,51,27.2,0.1,10.9
2015-04-23,51,27.5,3.2,13.2
2015-04-24,51,27.5,3.7,11.5
2015-04-25,51,26.7,8.4,7.3
2015-04-26,51,27.0,4.9,9.8
2015-04-27,51,27.2,4.1,8.9
2015-04-28,51,27.2,5.0,9.7
2015-04-29,51,27.1,7.6,10.8
2015-04-30,51,26.7,5.2,10.5
2015-05-01,51,27.0,5.4,13.2
2015-05-02,51,27.3,1.3,13.0
2015-05-03,51,27.5,4.3,12.4
2015-05-04,51,27.1,5.3,10.1
2015-05-05,51,26.7,5.6,11.1
2015-05-06,51,26.6,6.4,11.3
2015-05-07,51,27.2,4.0,11.7
2015-05-08,51,26.9,10.8,12.0
2015-05-09,51,26.1,22.2,13.2
2015-05-10,51,26.3,26.4,9.4
2015-05-11,51,25.5,22.5,13.2
2015-05-12,51,26.8,3.9,12.5
2015-05-13,51,26.9,4.5,17.1
2015-05-14,51,26.8,5.1,14.5
2015-05-15,51,27.5,2.6,16.3
2015-05-16,51,26.8,5.2,16.8
2015-05-17,51,26.5,7.6,19.5
2015-05-18,51,26.9,13.5,17.2
2015-05-19,51,26.7,9.6,18.6
2015-05-20,51,27.2,2.4,21.0
2015-05-21,51,27.0,13.3,20.2
2015-05-22,51,27.2,7.1,20.9
2015-05-23,51,27.2,4.6,22.2
2015-05-24,51,27.1,4.1,20.6
2015-05-25,51,27.8,1.1,17.6
2015-05-26,51,27.3,5.8,15.4
2015-05-27,51,27.5,3.1,17.4
2015-05-28,51,27.7,3.7,19.3
2015-05-29,51,27.3,6.3,16.2
2015-05-30,51,26.9,10.2,14.4
2015-05-31,51,26.5,12.3,18.1
2015-06-01,51,26.8,9.8,19.9
2015-06-02,51,27.0,8.1,14.5
2015-06-03,51,26.9,10.0,12.4
2015-06-04,51,25.9,17.1,16.9
2015-06-05,51,26.3,8.3,15.7
2015-06-06,51,27.3,0.2,15.1
2015-06-07,51,27.7,0.4,13.9
2015-06-08,51,27.3,2.1,18.3
2015-06-09,51,27.2,2.0,16.3
2015-06-10,51,27.5,1.5,14.7
2015-06-11,51,26.4,9.9,16.8
2015-06-12,51,26.4,6.8,13.7
2015-06-13,51,26.8,2.1,15.4
2015-06-14,51,27.4,3.2,18.9
2015-06-15,51,26.4,9.3,17.5
2015-06-16,51,26.4,14.7,15.7
2015-06-17,51,26.1,15.7,15.6
2015-06-18,51,26.5,9.2,17.3
2015-06-19,51,26.6,5.0,17.4
2015-06-20,51,26.9,4.1,14.8
2015-06-21,51,27.2,1.4,20.1
2015-06-22,51,27.5,1.8,15.6
2015-06-23,51,27.4,3.0,16.9
2015-06-24,51,27.6,2.2,16.6
2015-06-25,51,27.2,3.3,14.9
2015-06-26,51,26.6,8.9,18.4
2015-06-27,51,26.0,33.3,18.9
2015-06-28,51,25.6,17.4,16.3
2015-06-29,51,25.6,11.5,16.8
2015-06-30,51,26.1,13.0,13.1
2015-07-01,51,26.9,2.6,13.7
2015-07-02,51,26.8,2.4,13.7
2015-07-03,51,26.9,6.3,15.3
2015-07-04,51,26.5,13.7,18.4
2015-07-05,51,26.8,8.1,21.1
2015-07-06,51,27.4,1.7,22.8
2015-07-07,51,27.1,2.0,20.5
2015-07-08,51,27.0,2.3,17.9
2015-07-09,51,27.0,2.6,20.5
2015-07-10,51,26.2,21.1,22.5
2015-07-11,51,26.0,29.4,20.6
2015-07-12,51,27.0,2.6,17.3
2015-07-13,51,27.2,2.6,21.0
2015-07-14,51,27.1,2.3,19.4
2015-07-15,51,26.7,7.5,22.4
2015-07-16,51,26.6,3.9,20.1
2015-07-17,51,26.0,16.0,22.0
2015-07-18,51,26.1,2.8,18.7
2015-07-19,51,26.4,8.2,21.2
2015-07-20,51,26.2,1.2,18.5
2015-07-21,51,26.3,8.0,16.9
2015-07-22,51,25.8,24.8,17.5
2015-07-23,51,25.9,5.8,15.2
2015-07-24,51,26.4,11.4,12.4
2015-07-25,51,26.2,5.0,12.1
2015-07-26,51,26.2,6.5,14.8
2015-07-27,51,26.8,0.4,15.1
2015-07-28,51,26.7,1.8,16.2
2015-07-29,51,26.8,1.4,16.4
2015-07-30,51,26.8,1.3,17.4
2015-07-31,51,26.6,1.2,17.7
2015-08-01,51,26.5,2.5,18.0
2015-08-02,51,26.2,4.3,15.2
2015-08-03,51,26.0,10.2,19.4
2015-08-04,51,26.2,7.2,18.6
2015-08-05,51,25.5,8.8,16.8
2015-08-06,51,27.0,1.3,17.8
2015-08-07,51,27.0,1.2,15.3
2015-08-08,51,27.0,4.0,20.3
2015-08-09,51,26.6,7.2,18.0
2015-08-10,51,26.4,14.3,19.8
2015-08-11,51,26.6,2.8,19.8
2015-08-12,51,26.7,2.4,17.7
2015-08-13,51,27.0,1.7,16.3
2015-08-14,51,27.1,0.7,16.6
2015-08-15,51,27.0,3.5,14.8
2015-08-16,51,26.6,5.9,8.6
2015-08-17,51,26.0,17.3,11.0
2015-08-18,51,26.5,1.3,14.2
2015-08-19,51,27.0,0.7,15.1
2015-08-20,51,26.6,4.6,17.7
2015-08-21,51,27.3,0.7,13.5
2015-08-22,51,26.8,3.8,15.0
2015-08-23,51,26.6,3.5,12.6
2015-08-24,51,26.1,7.7,14.1
2015-08-25,51,26.3,5.7,16.4
2015-08-26,51,26.4,2.4,18.9
2015-08-27,51,26.3,4.2,19.2
2015-08-28,51,25.6,9.3,16.6
2015-08-29,51,26.4,6.3,15.9
2015-08-30,51,26.0,5.4,20.1
2015-08-31,51,27.0,2.7,14.5
2015-09-01,51,26.6,1.6,17.6
2015-09-02,51,27.1,4.1,17.1
2015-09-03,51,26.3,9.1,16.1
2015-09-04,51,25.9,8.4,16.6
2015-09-05,51,26.0,6.3,15.1
2015-09-06,51,26.6,0.3,18.1
2015-09-07,51,25.9,5.6,11.4
2015-09-08,51,26.1,5.0,14.8
2015-09-09,51,26.6,1.8,15.3
2015-09-10,51,25.9,11.1,14.4
2015-09-11,51,25.6,13.2,13.9
2015-09-12,51,26.4,9.7,13.0
2015-09-13,51,26.4,6.5,16.8
2015-09-14,51,26.5,5.4,17.6
2015-09-15,51,25.8,13.1,20.0
2015-09-16,51,26.2,6.2,20.3
2015-09-17,51,26.2,12.7,18.2
2015-09-18,51,26.1,11.6,18.2
2015-09-19,51,26.0,15.9,20.6
2015-09-20,51,26.5,16.7,17.9
2015-09-21,51,26.8,2.9,13.7
2015-09-22,51,27.1,1.7,15.3
2015-09-23,51,26.1,21.8,10.3
2015-09-24,51,26.3,11.4,13.4
2015-09-25,51,25.6,17.1,18.4
2015-09-26,51,25.3,20.1,14.3
2015-09-27,51,25.7,8.8,13.5
2015-09-28,51,25.6,11.3,12.5
2015-09-29,51,24.5,13.3,16.7
2015-09-30,51,24.8,22.2,16.0
2015-10-01,51,25.8,9.0,19.0
2015-10-02,51,26.7,3.3,13.1
2015-10-03,51,26.8,2.3,13.6
2015-10-04,51,26.4,15.2,15.0
2015-10-05,51,25.6,16.5,13.7
2015-10-06,51,26.5,3.6,12.7
2015-10-07,51,26.5,7.2,13.5
2015-10-08,51,26.7,2.5,13.7
2015-10-09,51,26.1,4.2,14.2
2015-10-10,51,26.3,5.9,12.7
2015-10-11,51,26.7,2.7,12.3
2015-10-12,51,26.5,7.1,10.3
2015-10-13,51,26.2,15.4,9.4
2015-10-14,51,26.0,51.3,11.8
2015-10-15,51,26.0,29.5,9.9
2015-10-16,51,26.3,14.2,11.3
2015-10-17,51,26.4,95.3,7.4
2015-10-18,51,26.0,48.2,13.3
2015-10-19,51,26.1,74.2,7.4
2015-10-20,51,26.2,35.2,10.3
2015-10-21,51,26.5,30.4,8.3
2015-10-22,51,26.2,10.9,11.6
2015-10-23,51,26.1,22.6,12.2
2015-10-24,51,25.5,43.2,12.6
2015-10-25,51,25.1,27.4,9.8
2015-10-26,51,25.3,8.9,13.3
2015-10-27,51,24.3,63.9,15.9
2015-10-28,51,25.2,3.9,16.6
2015-10-29,51,25.5,4.7,13.8
2015-10-30,51,25.5,15.3,9.3
2015-10-31,51,25.8,7.2,18.6
2015-11-01,51,25.7,9.8,15.5
2015-11-02,51,25.8,7.6,9.9
2015-11-03,51,25.7,19.4,12.0
2015-11-04,51,26.2,10.0,6.2
2015-11-05,51,26.2,1.9,9.2
2015-11-06,51,25.7,17.6,11.1
2015-11-07,51,25.7,13.2,8.1
2015-11-08,51,25.3,15.1,12.0
2015-11-09,51,25.7,21.8,14.4
2015-11-10,51,25.7,9.4,17.8
2015-11-11,51,25.7,5.1,9.1
2015-11-12,51,26.1,5.8,10.5
2015-11-13,51,24.9,23.0,12.8
2015-11-14,51,24.6,15.8,17.3
2015-11-15,51,24.5,36.0,13.7
2015-11-16,51,25.7,4.6,14.5
2015-11-17,51,26.2,4.7,12.4
2015-11-18,51,26.4,1.3,12.2
2015-11-19,51,26.2,2.6,9.7
2015-11-20,51,26.5,19.3,8.7
2015-11-21,51,25.8,6.8,7.7
2015-11-22,51,25.9,26.3,8.7
2015-11-23,51,26.1,12.4,6.2
2015-11-24,51,26.4,3.7,6.8
2015-11-25,51,27.1,0.0,8.4
2015-11-26,51,26.8,0.0,14.9
2015-11-27,51,27.0,0.0,11.2
2015-11-28,51,25.7,0.6,14.8
2015-11-29,51,25.2,21.1,15.9
2015-11-30,51,25.5,8.3,12.3
2015-12-01,51,25.5,10.4,10.9
2015-12-02,51,25.2,16.2,13.0
2015-12-03,51,25.4,8.2,13.3
2015-12-04,51,25.5,15.5,8.7
2015-12-05,51,25.6,14.3,7.2
2015-12-06,51,26.4,12.3,7.9
2015-12-07,51,26.1,27.4,6.0
2015-12-08,51,25.5,19.1,6.2
2015-12-09,51,26.3,7.1,6.8
2015-12-10,51,26.2,27.5,4.7
2015-12-11,51,25.8,8.6,8.6
2015-12-12,51,26.1,12.3,5.0
2015-12-13,51,26.2,9.2,5.2
2015-12-14,51,26.1,10.3,8.1
2015-12-15,51,26.7,3.9,5.8
2015-12-16,51,26.3,23.9,7.4
2015-12-17,51,26.5,1.2,8.0
2015-12-18,51,25.6,33.7,9.4
2015-12-19,51,25.5,5.4,6.3
2015-12-20,51,26.7,2.6,5.5
2015-12-21,51,26.6,0.2,10.0
2015-12-22,51,26.6,0.0,12.2
2015-12-23,51,26.2,0.0,13.4
2015-12-24,51,26.1,0.0,12.3
2015-12-25,51,26.2,0.0,14.5
2015-12-26,51,26.7,0.1,16.2
2015-12-27,51,26.6,0.4,21.6
2015-12-28,51,27.1,0.6,12.0
2015-12-29,51,26.6,13.8,11.2
2015-12-30,51,26.9,1.1,13.9
2015-12-31,51,27.1,0.0,17.8
2016-01-01,51,26.8,0.1,16.9
2016-01-02,51,26.4,1.2,16.1
2016-01-03,51,26.9,0.0,20.6
2016-01-04,51,27.5,0.0,15.9
2016-01-05,51,27.0,0.3,13.2
2016-01-06,51,26.9,1.1,15.3
2016-01-07,51,26.9,4.1,11.4
2016-01-08,51,27.1,0.0,15.8
2016-01-09,51,27.4,0.0,13.8
2016-01-10,51,27.0,0.8,13.7
2016-01-11,51,27.5,0.0,17.3
2016-01-12,51,27.0,0.0,18.9
2016-01-13,51,26.3,0.0,16.3
2016-01-14,51,26.2,0.0,18.6
2016-01-15,51,26.2,0.0,9.4
2016-01-16,51,27.1,0.0,11.3
2016-01-17,51,27.2,0.0,10.2
2016-01-18,51,27.1,0.0,7.1
2016-01-19,51,27.5,0.0,7.2
2016-01-20,51,28.0,0.0,10.2
2016-01-21,51,28.7,0.1,9.4
2016-01-22,51,28.5,0.1,5.8
2016-01-23,51,27.7,1.8,10.1
2016-01-24,51,28.0,4.6,8.2
2016-01-25,51,28.0,2.4,10.9
2016-01-26,51,28.5,0.4,15.3
2016-01-27,51,28.0,0.0,14.6
2016-01-28,51,26.8,0.0,7.6
2016-01-29,51,27.1,0.0,17.3
2016-01-30,51,27.0,0.0,16.2
2016-01-31,51,27.8,0.0,17.8
2016-02-01,51,27.6,0.0,17.5
2016-02-02,51,27.7,0.0,20.0
2016-02-03,51,27.4,0.0,16.1
2016-02-04,51,27.6,0.0,13.9
2016-02-05,51,28.4,0.0,10.0
2016-02-06,51,29.0,0.0,12.2
2016-02-07,51,28.8,0.0,7.9
2016-02-08,51,29.6,0.0,11.5
2016-02-09,51,28.5,1.1,8.0
2016-02-10,51,28.9,0.1,10.2
2016-02-11,51,28.7,0.0,10.0
2016-02-12,51,29.3,0.0,13.3
2016-02-13,51,28.5,0.0,10.8
2016-02-14,51,28.8,0.2,8.8
2016-02-15,51,27.8,10.5,10.4
2016-02-16,51,27.7,1.5,16.3
2016-02-17,51,27.8,3.7,15.3
2016-02-18,51,28.4,4.0,8.8
2016-02-19,51,27.6,3.7,9.2
2016-02-20,51,27.4,3.4,9.4
2016-02-21,51,28.5,0.0,7.9
2016-02-22,51,29.1,0.0,9.1
2016-02-23,51,28.2,0.6,12.6
2016-02-24,51,28.5,0.0,7.3
2016-02-25,51,28.5,4.9,11.2
2016-02-26,51,29.3,0.0,6.6
2016-02-27,51,29.3,0.8,9.3
2016-02-28,51,29.3,0.2,8.7
2016-02-29,51,29.3,3.4,7.7
2016-03-01,51,29.2,1.7,11.1
2016-03-02,51,29.9,0.6,8.0
2016-03-03,51,30.2,0.3,10.8
2016-03-04,51,30.0,3.1,7.9
2016-03-05,51,29.7,2.1,10.5
2016-03-06,51,28.5,2.2,14.8
2016-03-07,51,28.9,1.2,13.6
2016-03-08,51,28.3,1.9,9.7
2016-03-09,51,29.0,0.1,9.3
2016-03-10,51,29.4,0.9,8.3
2016-03-11,51,28.9,3.2,10.4
2016-03-12,51,28.6,1.7,12.9
2016-03-13,51,28.8,0.5,10.6
2016-03-14,51,29.4,1.2,13.5
2016-03-15,51,29.0,0.6,11.6
2016-03-16,51,29.0,0.2,12.9
2016-03-17,51,29.6,0.0,13.3
2016-03-18,51,29.9,0.0,13.3
2016-03-19,51,28.8,2.1,13.0
2016-03-20,51,29.4,0.0,13.3
2016-03-21,51,29.7,0.0,15.9
2016-03-22,51,29.6,0.2,14.8
2016-03-23,51,29.7,0.0,15.2
2016-03-24,51,30.0,0.0,14.4
2016-03-25,51,30.2,0.1,11.2
2016-03-26,51,30.1,0.9,13.4
2016-03-27,51,29.8,2.8,10.4
2016-03-28,51,28.9,3.7,10.9
2016-03-29,51,28.6,6.0,8.0
2016-03-30,51,28.1,5.4,9.8
2016-03-31,51,28.4,0.5,7.2
2016-04-01,51,28.5,1.9,12.1
2016-04-02,51,29.2,0.0,11.2
2016-04-03,51,29.5,1.1,13.0
2016-04-04,51,29.0,1.2,11.2
2016-04-05,51,28.0,12.6,14.1
2016-04-06,51,28.6,1.2,13.1
2016-04-07,51,28.5,4.6,9.6
2016-04-08,51,29.2,0.7,10.6
2016-04-09,51,29.4,0.5,11.0
2016-04-10,51,28.6,2.6,12.1
2016-04-11,51,29.1,0.7,10.9
2016-04-12,51,29.5,1.0,13.7
2016-04-13,51,29.6,1.5,13.2
2016-04-14,51,29.5,2.3,15.8
2016-04-15,51,29.5,1.2,11.5
2016-04-16,51,28.9,2.0,13.3
2016-04-17,51,28.9,7.5,11.6
2016-04-18,51,29.5,1.1,12.6
2016-04-19,51,28.5,9.8,12.4
2016-04-20,51,28.2,4.0,10.8
2016-04-21,51,28.2,2.9,11.8
2016-04-22,51,28.8,1.1,12.2
2016-04-23,51,28.6,1.4,17.4
2016-04-24,51,29.2,1.8,15.8
2016-04-25,51,29.7,0.8,13.0
2016-04-26,51,28.8,8.0,15.1
2016-04-27,51,29.0,5.0,9.9
2016-04-28,51,28.8,3.5,10.6
2016-04-29,51,29.3,0.5,8.7
2016-04-30,51,28.5,22.3,12.1
2016-05-01,51,28.0,11.4,9.2
2016-05-02,51,27.9,5.0,11.6
